,X,Y,Z,X_r,Y_r,Z_r,surface,series,id,order_series,smooth
1771,147.959305,137.80723600000002,-96.9198,0.4987957942708189,0.42351714790255973,0.5380586559161906,0,Default series,1,1,2e-06
1773,270.438416,58.0,-138.0,0.6525263468727313,0.3233465115243186,0.4864965422183122,0,Default series,1,1,2e-06
1775,99.928139,82.900406,-156.025,0.4385091247235996,0.35460043836243854,0.4638723315425058,0,Default series,1,1,2e-06
1776,67.94051400000001,89.718262,-148.887,0.3983596230859469,0.36315792022104104,0.472831644485857,0,Default series,1,1,2e-06
1777,220.05720499999998,178.0,-142.0,0.5892900011436742,0.4739653898098532,0.48147591294212766,0,Default series,1,1,2e-06
1778,107.942123,75.725891,-100.90899999999999,0.4485679353959181,0.3455952933495824,0.5330515823390519,0,Default series,1,1,2e-06
1780,33.980796999999995,69.90905,-167.075,0.3557348357406619,0.33829424279470477,0.4500028431670462,0,Default series,1,1,2e-06
1781,13.301342000000002,65.967331,-122.00200000000001,0.329778866443527,0.3333467653422316,0.506576549008412,0,Default series,1,1,2e-06
1782,11.386827,85.982452,-126.001,0.3273758489288534,0.3584688909569753,0.5015571748895465,0,Default series,1,1,2e-06
1783,244.0,104.387344,-122.0,0.6193419755263452,0.38156992585702876,0.5065790593230501,0,Default series,1,1,2e-06
1784,258.0,58.0,-125.585,0.6369141779929908,0.3233465115243186,0.5020793203342697,0,Default series,1,1,2e-06
1785,140.860672,157.679474,-126.024,0.4898858931056465,0.44845993287408614,0.5015283062712085,0,Default series,1,1,2e-06
1786,29.978346000000002,49.897434000000004,-163.745,0.35071113007388843,0.3131765165063643,0.45418251703946977,0,Default series,1,1,2e-06
1787,45.985752000000005,170.632507,-150.005,0.3708029428737313,0.4647180270478821,0.47142837860316344,0,Default series,1,1,2e-06
1788,163.99086,23.956739000000002,-154.233,0.5189179178647593,0.28061686331597113,0.46612157345823646,0,Default series,1,1,2e-06
1789,147.959564,88.134941,-118.014,0.4987961193565645,0.36117060327949163,0.511582116396768,0,Default series,1,1,2e-06
1791,142.948181,223.600677,-118.33200000000001,0.4925060453055712,0.5312014132998614,0.5111829763693113,0,Default series,1,1,2e-06
1792,21.985844,47.932945000000004,-164.78,0.3406792826910977,0.3107107737598287,0.452883429214257,0,Default series,1,1,2e-06
1793,35.974327,55.878399,-164.959,0.3582370295108999,0.320683568501073,0.45265875605414774,0,Default series,1,1,2e-06
1795,111.950272,317.716614,-147.072,0.45359879294909555,0.649331720464295,0.47510975501992575,0,Default series,1,1,2e-06
1797,51.9491,5.758923,-111.376,0.3782878827619503,0.2577757413729166,0.5199138506805961,0,Default series,1,1,2e-06
1798,244.0,67.46770500000001,-158.0,0.6193419755263452,0.3352299707496381,0.4613933958373897,0,Default series,1,1,2e-06
1799,65.448151,33.672928000000006,-150.024,0.3952313154247772,0.2928122090525566,0.4714045306141016,0,Default series,1,1,2e-06
1800,85.934502,123.63573500000001,-112.023,0.420944908822975,0.40572968470054027,0.5191017638951733,0,Default series,1,1,2e-06
1801,11.996019,83.606216,-122.001,0.3281404807263577,0.3554863409497945,0.5065778041657311,0,Default series,1,1,2e-06
1802,61.940041,49.716003,-155.38299999999998,0.3908280854822583,0.31294879205881243,0.46467814254133344,0,Default series,1,1,2e-06
1803,214.0,47.231460999999996,-80.0,0.5816872559549615,0.309830300983035,0.5592956667229873,0,Default series,1,1,2e-06
1804,276.0,128.0,-145.30700000000002,0.659507009735821,0.4112075238575471,0.47732510768804215,0,Default series,1,1,2e-06
1805,15.988764000000002,29.946783,-169.269,0.3331520038361926,0.2881353108839795,0.44724902800905897,0,Default series,1,1,2e-06
1809,-0.003235,1.3663530000000002,-178.00099999999998,0.3130795292451643,0.25226237498799414,0.43628899429914825,0,Default series,1,1,2e-06
1810,17.992867999999998,67.966217,-165.62400000000002,0.3356674696399221,0.3358556817350704,0.4518240764369821,0,Default series,1,1,2e-06
1811,10.881762,131.999985,-160.0,0.32674191289750937,0.4162281343063718,0.4588830811992975,0,Default series,1,1,2e-06
1812,16.76491,198.0,-146.0,0.33412618916874093,0.4990685361907756,0.4764552836659432,0,Default series,1,1,2e-06
1813,103.944069,63.7351,-99.645,0.4435497486558765,0.33054496426478,0.5346381011903262,0,Default series,1,1,2e-06
1816,67.931206,53.674168,-128.969,0.3983479400816212,0.31791691182855464,0.4978318679666177,0,Default series,1,1,2e-06
1817,142.788147,135.76741,-102.01700000000001,0.49230517745917496,0.4209568453690792,0.5316608680295487,0,Default series,1,1,2e-06
1819,189.998764,72.912132,-126.0,0.5515619289234082,0.34206358314670043,0.5015584300468656,0,Default series,1,1,2e-06
1820,121.93686699999999,49.522026000000004,-144.02200000000002,0.4661335407556949,0.31270532040753585,0.47893798484301636,0,Default series,1,1,2e-06
1821,139.96899399999998,157.71196,-150.02100000000002,0.4887666969377141,0.4485007079147527,0.4714082960860587,0,Default series,1,1,2e-06
1822,53.939949,16.659060999999998,-124.021,0.3807867114554159,0.2714571293622293,0.5040423863812579,0,Default series,1,1,2e-06
1823,21.99045,93.95476500000001,-145.10299999999998,0.3406850639457092,0.3684753979686519,0.4775811597811276,0,Default series,1,1,2e-06
1824,278.0,176.0,-102.85,0.6620173243739133,0.47145507517176094,0.5306153219827834,0,Default series,1,1,2e-06
1825,281.43597400000004,324.0,-158.0,0.6663300122880655,0.657218358390587,0.4613933958373897,0,Default series,1,1,2e-06
1826,33.971396999999996,27.864521000000003,-168.97099999999998,0.35572303726186283,0.28552174449450785,0.44762306489013476,0,Default series,1,1,2e-06
1827,112.579948,23.693731,-152.023,0.45438913538912323,0.2802867468998035,0.4688954711333284,0,Default series,1,1,2e-06
1828,67.998947,371.994995,-139.136,0.39843296569357073,0.717459627642419,0.4850706835038758,0,Default series,1,1,2e-06
1829,224.0,70.0,-113.022,0.5942388291454227,0.33840839935287204,0.5178478617334462,0,Default series,1,1,2e-06
1830,121.952873,25.77681,-166.17700000000002,0.46615363080374356,0.28290133875280477,0.45112997443954955,0,Default series,1,1,2e-06
1832,222.0,32.0,-78.333,0.5917285145073304,0.2907124212291194,0.5613880139738371,0,Default series,1,1,2e-06
1835,230.58784500000002,18.0,-126.0,0.6025076110139141,0.2731402187624737,0.5015584300468656,0,Default series,1,1,2e-06
1836,123.944923,49.739151,-157.44899999999998,0.4686539669411494,0.3129778464404337,0.4620849875201842,0,Default series,1,1,2e-06
1837,5.9950470000000005,27.976540000000004,-168.697,0.3206083167991669,0.28566234596223006,0.44796697799555335,0,Default series,1,1,2e-06
1838,276.0,158.763184,-138.0,0.659507009735821,0.44982015941230963,0.4864965422183122,0,Default series,1,1,2e-06
1840,262.0,64.0,-132.91,0.6419348072691753,0.33087745543859526,0.4928852929722569,0,Default series,1,1,2e-06
1841,268.0,200.0,-117.531,0.6494657511834521,0.5015788508288679,0.5121883573818672,0,Default series,1,1,2e-06
1842,17.990438,75.954712,-127.93799999999999,0.33566441960763693,0.3458824997024838,0.49912593516255427,0,Default series,1,1,2e-06
1843,141.94880700000002,131.757523,-105.008,0.4912516737150068,0.4159238063524812,0.5279066924882818,0,Default series,1,1,2e-06
1844,26.0,224.0,-133.791,0.3457176799742906,0.5317026264859748,0.4917794993741773,0,Default series,1,1,2e-06
1845,109.536552,19.670593,-142.024,0.45056919462496753,0.27523707579357093,0.4814457891664706,0,Default series,1,1,2e-06
1846,178.633286,113.93308300000001,-124.005,0.5372964660272506,0.3935513300285828,0.5040624688983626,0,Default series,1,1,2e-06
1847,259.38363599999997,60.0,-156.0,0.6386508588452865,0.3258568261624108,0.46390371047548196,0,Default series,1,1,2e-06
1849,237.055511,180.148911,-118.235,0.6106255493309598,0.4766626111794819,0.5113047266292587,0,Default series,1,1,2e-06
1850,274.335266,170.0,-148.0,0.657417506671456,0.4639241312574842,0.47394496902785094,0,Default series,1,1,2e-06
1851,83.96513399999999,267.83486899999997,-136.582,0.41847304216387976,0.5867222831407527,0.4882763552967196,0,Default series,1,1,2e-06
1852,238.0,47.365707,-80.0,0.6118110316120684,0.3099988008324876,0.5592956667229873,0,Default series,1,1,2e-06
1854,167.96537800000002,151.142044,-136.012,0.5239065632221399,0.4402544297618345,0.48899179496857587,0,Default series,1,1,2e-06
1855,276.0,210.0,-154.899,0.659507009735821,0.5141304240193291,0.4652856386837517,0,Default series,1,1,2e-06
1856,104.779312,7.670036,-150.024,0.44459811002050853,0.26017448884239075,0.4714045306141016,0,Default series,1,1,2e-06
1857,191.983597,207.922363,-148.938,0.5540532065904424,0.511522662732458,0.4727676314625857,0,Default series,1,1,2e-06
1858,282.0,300.0,-146.761,0.6670379536500978,0.6270945827334801,0.4755001089461491,0,Default series,1,1,2e-06
1859,169.990982,85.957275,-97.1414,0.5264490149082289,0.35843728986115375,0.53778051305429,0,Default series,1,1,2e-06
1860,63.065231000000004,41.716865999999996,-160.02100000000002,0.3922403759460758,0.3029086167072098,0.4588567228955975,0,Default series,1,1,2e-06
1861,23.977272,0.25249,-174.00799999999998,0.3431788381206511,0.25086430169112944,0.4413008374740994,0,Default series,1,1,2e-06
1863,202.0,28.558569,-98.0,0.566625368126408,0.2863928839214772,0.536702834980157,0,Default series,1,1,2e-06
1867,49.950188,17.764060999999998,-165.605,0.37577893373502114,0.2728440781997753,0.451847924426044,0,Default series,1,1,2e-06
1868,39.234367,141.922089,-136.006,0.36232889257728307,0.4286819357623086,0.4889993259124901,0,Default series,1,1,2e-06
1869,149.968185,73.849289,-112.557,0.5013172547059043,0.34323986261434575,0.5184315098868026,0,Default series,1,1,2e-06
1870,225.38653599999998,8.0,-146.0,0.5959791499539436,0.26058864557201245,0.4764552836659432,0,Default series,1,1,2e-06
1871,246.0,4.0,-156.952,0.6218522901644373,0.255568016295828,0.46270880070775006,0,Default series,1,1,2e-06
1874,185.994217,97.972595,-135.966,0.546535592446894,0.37351840669983494,0.48904953220525194,0,Default series,1,1,2e-06
1875,2.0,62.519969999999994,-92.0,0.31559390431718365,0.3290197849516875,0.5442337788944338,0,Default series,1,1,2e-06
1877,177.998871,23.617279,-158.0,0.5365001753966879,0.28019078761244776,0.4613933958373897,0,Default series,1,1,2e-06
1878,119.094131,49.746596999999994,-108.01899999999999,0.462565459859179,0.31298719234183137,0.524127413800634,0,Default series,1,1,2e-06
1879,91.9328,13.449223000000002,-114.024,0.4284737164594947,0.2674282777035769,0.5165901940997619,0,Default series,1,1,2e-06
1881,276.0,190.0,-158.173,0.659507009735821,0.48902727763840664,0.46117625362119474,0,Default series,1,1,2e-06
1882,169.225952,75.940216,-156.004,0.5254887819044392,0.34586430494198694,0.4638986898462058,0,Default series,1,1,2e-06
1883,282.0,32.0,-153.804,0.6670379536500978,0.2907124212291194,0.46666003594810723,0,Default series,1,1,2e-06
1884,69.251343,75.702087,-120.022,0.40000491969931484,0.3455654155847598,0.5090617605001233,0,Default series,1,1,2e-06
1885,49.9431,15.730478,-154.775,0.3757700371799438,0.2702916116134375,0.4654412781913135,0,Default series,1,1,2e-06
1886,258.0,68.0,-159.119,0.6369141779929908,0.3358980847147798,0.4599888747973771,0,Default series,1,1,2e-06
1887,268.0,184.0,-160.789,0.6494657511834521,0.4814963337241299,0.4578927620745701,0,Default series,1,1,2e-06
1889,296.0,150.0,-150.172,0.6846101561167435,0.4388209848765618,0.47121876733088275,0,Default series,1,1,2e-06
1892,109.30709099999999,15.731047,-112.02,0.45028118497138186,0.27029232579795204,0.5191055293671304,0,Default series,1,1,2e-06
1893,175.974213,152.918015,-134.009,0.5339589110894226,0.4424835527608981,0.49150587507862525,0,Default series,1,1,2e-06
1894,238.0,228.546661,-152.0,0.6118110316120684,0.5374094013173464,0.4689243397516665,0,Default series,1,1,2e-06
1896,21.988054,57.943419999999996,-165.298,0.34068205658877276,0.32327549472320694,0.4522332577229911,0,Default series,1,1,2e-06
1897,73.938583,25.709103,-169.297,0.4058881432914406,0.2828163558162041,0.4472138836041257,0,Default series,1,1,2e-06
1898,112.380898,89.674988,-156.024,0.45413929632476707,0.36310360454321666,0.46387358669982487,0,Default series,1,1,2e-06
1899,298.0,68.0,-151.681,0.6871204707548357,0.3358980847147798,0.46932473493644217,0,Default series,1,1,2e-06
1900,258.0,376.0,-154.498,0.6369141779929908,0.7224865389809854,0.46578895676868926,0,Default series,1,1,2e-06
1901,73.995491,359.978668,-140.34,0.4059595717841529,0.7023772468603176,0.4835594740917442,0,Default series,1,1,2e-06
1905,97.741936,-0.356439,-142.026,0.435765096027229,0.2501,0.48144327885183247,0,Default series,1,1,2e-06
1906,247.544846,36.0,-102.0,0.6237913149281366,0.29573305050530385,0.5316822057039725,0,Default series,1,1,2e-06
1907,45.977623,129.637558,-154.00799999999998,0.3707927396998847,0.41326291676660964,0.46640398385502185,0,Default series,1,1,2e-06
1908,276.0,62.000004000000004,-154.857,0.659507009735821,0.32836714582113236,0.4653383552911517,0,Default series,1,1,2e-06
1909,266.0,48.0,-133.963,0.6469554365453598,0.31079493833385735,0.4915636123153014,0,Default series,1,1,2e-06
1910,127.92734499999999,142.666092,-118.02600000000001,0.4736525330619797,0.42961577657315086,0.5115670545089394,0,Default series,1,1,2e-06
1911,66.889053,71.697159,-126.022,0.39703987411610536,0.340538600893307,0.5015308165858466,0,Default series,1,1,2e-06
1912,278.0,160.0,-133.629,0.6620173243739133,0.451372558067023,0.49198283485986277,0,Default series,1,1,2e-06
1914,99.94281,57.729076,-100.65299999999999,0.43852753913662734,0.3230064592828133,0.5333729026127276,0,Default series,1,1,2e-06
1915,254.0,84.0,-105.587,0.6318935487168064,0.35598060181951774,0.5271799564005542,0,Default series,1,1,2e-06
1916,179.924622,397.64300499999996,-103.76,0.5389172958589983,0.7496519151128871,0.5294731288224513,0,Default series,1,1,2e-06
1917,133.936264,127.698158,-114.603,0.481194671724385,0.4108286646620516,0.5158634580120343,0,Default series,1,1,2e-06
1918,264.0,201.999985,-157.499,0.6444451219072675,0.5040891466396004,0.46202222965423184,0,Default series,1,1,2e-06
1921,161.98027,97.906532,-100.95200000000001,0.5163943111106584,0.3734354872418668,0.5329976105743328,0,Default series,1,1,2e-06
1922,225.999985,8.607794,-122.0,0.5967491249561552,0.26135152265958483,0.5065790593230501,0,Default series,1,1,2e-06
1923,14.0,153.276382,-162.0,0.33065579214573715,0.4429333597238528,0.45637276656120523,0,Default series,1,1,2e-06
1925,188.677887,37.999886,-152.0,0.5499040204892985,0.2982432220554617,0.4689243397516665,0,Default series,1,1,2e-06
1926,105.94533500000001,241.72625699999998,-103.70700000000001,0.44606165232313466,0.5539518676988173,0.5295396521603608,0,Default series,1,1,2e-06
1927,145.962372,69.539963,-118.01299999999999,0.4962893292002241,0.33783098054529004,0.511583371554087,0,Default series,1,1,2e-06
1928,107.29288500000001,39.705482,-164.02200000000002,0.4477530395684153,0.30038401335819753,0.45383483846209394,0,Default series,1,1,2e-06
1929,211.99912999999998,120.677071,-131.989,0.5791758493300017,0.402016095926342,0.4940412928630984,0,Default series,1,1,2e-06
1930,-3e-06,54.286304,-96.0,0.31308358591361946,0.3186852388092063,0.5392131496182493,0,Default series,1,1,2e-06
1931,276.0,128.849243,-142.0,0.659507009735821,0.4122734574246458,0.48147591294212766,0,Default series,1,1,2e-06
1932,-0.000891,55.99578100000001,-115.89200000000001,0.31308247133392014,0.32083090137749726,0.5142455602277838,0,Default series,1,1,2e-06
1933,63.967381,49.712051,-118.021,0.39337271612145325,0.3129438316770876,0.5115733302955346,0,Default series,1,1,2e-06
1934,68.798149,71.71240999999999,-116.021,0.399436089933267,0.3405577432975798,0.5140836449336269,0,Default series,1,1,2e-06
1935,262.0,42.0,-152.829,0.6419348072691753,0.30326399441958063,0.4678838143341772,0,Default series,1,1,2e-06
1936,93.118889,87.627808,-126.02799999999999,0.4299624447488848,0.3605340715828118,0.5015232856419324,0,Default series,1,1,2e-06
1937,101.931625,91.67617,-159.487,0.44102381484010605,0.36561540277726,0.45952697690396815,0,Default series,1,1,2e-06
1938,246.0,71.798218,-156.0,0.6218522901644373,0.3406654458368125,0.46390371047548196,0,Default series,1,1,2e-06
1941,222.0,10.0,-125.24799999999999,0.5917285145073304,0.2630989602101047,0.5025023083507884,0,Default series,1,1,2e-06
1942,95.924706,1.643425,-132.109,0.43348418649233883,0.2526101439366969,0.49389067398481284,0,Default series,1,1,2e-06
1943,276.0,74.0,-156.355,0.659507009735821,0.34342902862905655,0.4634581296272206,0,Default series,1,1,2e-06
1944,294.0,138.535629,-152.0,0.6820998414786512,0.42443139570765165,0.4689243397516665,0,Default series,1,1,2e-06
1945,93.939255,13.134275,-108.021,0.4309921331380814,0.267032968416258,0.5241249034859958,0,Default series,1,1,2e-06
1947,40.476913,9.764545,-150.017,0.3638884832834345,0.2628034271435487,0.47141331671533493,0,Default series,1,1,2e-06
1948,60.558673999999996,81.73209399999999,-138.02,0.3890942525819195,0.3531340230047091,0.48647143907193124,0,Default series,1,1,2e-06
1949,133.966751,1.8425150000000001,-160.631,0.48123293770557074,0.25286003320734574,0.4580910769309794,0,Default series,1,1,2e-06
