,X,Y,Z,X_r,Y_r,Z_r,surface,series,id,order_series,smooth
1475,256.821869,162.17205800000002,-103.477,0.6354354382455457,0.4540988325631157,0.5298283383437414,0,Default series,1,1,2e-06
1476,270.0,130.0,-149.09799999999998,0.6519760658215443,0.41371783849563937,0.4725668062915383,0,Default series,1,1,2e-06
1477,197.51400800000002,40.0,-142.0,0.5609947424344257,0.30075367978148837,0.48147591294212766,0,Default series,1,1,2e-06
1478,179.99733,83.987358,-95.0248,0.5390085558373515,0.35596473412069035,0.540437179035783,0,Default series,1,1,2e-06
1479,200.000015,6.0,-136.816,0.5641150723156756,0.25807833093392024,0.48798264848406275,0,Default series,1,1,2e-06
1480,0.466516,5.984159,-176.00099999999998,0.31366914065094353,0.2580584479868292,0.4387993089372405,0,Default series,1,1,2e-06
1481,163.99264499999998,21.965193,-161.982,0.5189201583205738,0.2781171597778541,0.45639535939294806,0,Default series,1,1,2e-06
1482,166.95636000000002,239.36460899999997,-123.838,0.5226400868943906,0.5509876279266067,0.5042720801706433,0,Default series,1,1,2e-06
1483,65.931961,45.677757,-147.489,0.39583857308730486,0.3078801580358037,0.4745863544178835,0,Default series,1,1,2e-06
1484,1.999829,90.508942,-120.0,0.3155936896852821,0.3641503480100644,0.5090893739611424,0,Default series,1,1,2e-06
1485,9.997863,72.086479,-106.001,0.3256324805983618,0.34102725874075807,0.526660321270469,0,Default series,1,1,2e-06
1486,296.0,4.0,-157.893,0.6846101561167435,0.255568016295828,0.46152769767052765,0,Default series,1,1,2e-06
1487,256.0,142.0,-148.998,0.6344038633548986,0.4287797263241928,0.4726923220234429,0,Default series,1,1,2e-06
1488,127.943161,49.787929999999996,-144.02,0.4736723846301377,0.31303907175929946,0.47894049515765447,0,Default series,1,1,2e-06
1489,252.0,201.999985,-160.293,0.6293832340787141,0.5040891466396004,0.45851532010481694,0,Default series,1,1,2e-06
1490,65.96639300000001,183.84082,-145.40200000000002,0.3958817906641143,0.48129653778208414,0.47720586774273277,0,Default series,1,1,2e-06
1492,161.983444,77.73745699999999,-104.006,0.516398294979989,0.3481201251372267,0.529164360121966,0,Default series,1,1,2e-06
1493,280.915283,348.0,-156.0,0.665676463168454,0.687342134047694,0.46390371047548196,0,Default series,1,1,2e-06
1494,79.95881700000001,213.434479,-146.014,0.4134444840589109,0.5184412354732894,0.4764377114634765,0,Default series,1,1,2e-06
1495,155.96357700000002,133.827469,-103.33,0.5088424148552548,0.4185219142244115,0.5300128464696412,0,Default series,1,1,2e-06
1496,56.641872,193.89621,-114.008,0.384178049884365,0.49391763413644735,0.5166102766168668,0,Default series,1,1,2e-06
1497,206.687088,20.0,-102.0,0.5725084009346213,0.27565053340056594,0.5316822057039725,0,Default series,1,1,2e-06
1498,51.948311,7.755178999999999,-112.598,0.37828689244282554,0.26028135670200625,0.5183800484367217,0,Default series,1,1,2e-06
1499,181.988922,137.94754,-101.382,0.5415083171127052,0.42369325149505116,0.5324578929271431,0,Default series,1,1,2e-06
1500,218.0,8.0,-139.334,0.5867078852311459,0.26058864557201245,0.4848221623547046,0,Default series,1,1,2e-06
1501,266.0,153.68090800000002,-126.0,0.6469554365453598,0.4434411034934972,0.5015584300468656,0,Default series,1,1,2e-06
1502,185.197647,61.991714,-150.001,0.5455357717812614,0.3283567405669574,0.47143339923243965,0,Default series,1,1,2e-06
1504,274.0,14.0,-154.352,0.6569966950977288,0.2681195894862892,0.46597220973726994,0,Default series,1,1,2e-06
1505,105.923325,175.812729,-136.02700000000002,0.44603402631054245,0.47122002060546586,0.4889729676087901,0,Default series,1,1,2e-06
1506,171.99293500000002,57.966549,-159.386,0.5289617808685653,0.32330452525683917,0.4596537477931918,0,Default series,1,1,2e-06
1507,288.0,186.0,-102.641,0.6745688975643744,0.4840066483622222,0.530877649862464,0,Default series,1,1,2e-06
1508,79.937775,67.705261,-107.851,0.4134180730386035,0.33552814090172145,0.5243382802302337,0,Default series,1,1,2e-06
1509,75.940605,65.718681,-107.081,0.4084009958576319,0.3330346704748508,0.5253047513658992,0,Default series,1,1,2e-06
1510,28.633467,161.991272,-162.001,0.349023095353807,0.4538719176920346,0.4563715114038862,0,Default series,1,1,2e-06
1511,147.96838400000001,97.850235,-167.15200000000002,0.4988071898441185,0.3733648256502765,0.4499061960534796,0,Default series,1,1,2e-06
1512,177.97435,191.878494,-153.256,0.5364693976840675,0.49138508313129087,0.4673478621589445,0,Default series,1,1,2e-06
1514,173.989258,72.79265600000001,-138.004,0.5314674802931955,0.34191362197085007,0.48649152158903597,0,Default series,1,1,2e-06
1516,57.949206999999994,53.759422,-162.11700000000002,0.3858189609780602,0.3180239190106326,0.4562259131548768,0,Default series,1,1,2e-06
1517,148.508514,230.21440099999998,-117.64299999999999,0.49948513796685484,0.5395026773846123,0.5120477797621341,0,Default series,1,1,2e-06
1520,23.997989999999998,143.99049399999998,-159.747,0.34320484246998706,0.43127810943681016,0.4592006360010161,0,Default series,1,1,2e-06
1522,17.983356,5.921167,-172.426,0.3356555305835034,0.25797938311698787,0.44328649635283035,0,Default series,1,1,2e-06
1523,29.306732,223.99897799999997,-128.0,0.3498681488462146,0.5317013437151947,0.49904811540877336,0,Default series,1,1,2e-06
1525,204.787827,40.0,-108.0,0.5701245295896924,0.30075367978148837,0.5241512617896958,0,Default series,1,1,2e-06
1526,85.9244,92.33091,-142.02700000000002,0.420932229223738,0.36643720448033223,0.4814420236945134,0,Default series,1,1,2e-06
1528,29.966152,0.8081430000000001,-118.012,0.35069582468553995,0.2515617336209294,0.511584626711406,0,Default series,1,1,2e-06
1530,250.0,77.973236,-120.0,0.6268729194406218,0.3484160648747541,0.5090893739611424,0,Default series,1,1,2e-06
1531,248.0,2.0,-156.862,0.6243626048025296,0.2530577016577358,0.4628217648664642,0,Default series,1,1,2e-06
1532,196.71281399999998,34.0,-138.0,0.5599891179213498,0.29322273586721165,0.4864965422183122,0,Default series,1,1,2e-06
1534,165.995407,21.978168,-168.917,0.5214339397031813,0.2781334454440688,0.4476908433853632,0,Default series,1,1,2e-06
1535,61.930187,25.470152,-142.025,0.3908157171620364,0.2825164347196607,0.4814445340091515,0,Default series,1,1,2e-06
1537,97.921463,85.997902,-124.02799999999999,0.43599043065524545,0.35848828313755465,0.5040336002800245,0,Default series,1,1,2e-06
1540,70.656326,301.947144,-142.004,0.4017683943949002,0.6295385547763168,0.4814708923128515,0,Default series,1,1,2e-06
1541,290.0,196.0,-152.714,0.6770792122024667,0.49655822155268337,0.4680281574258675,0,Default series,1,1,2e-06
1542,216.0,16.737556,-94.0,0.5841975705930538,0.2715556529359878,0.5417234642563415,0,Default series,1,1,2e-06
1543,89.942024,41.725398999999996,-101.98,0.4259749793925134,0.3029193269646132,0.5317073088503534,0,Default series,1,1,2e-06
1544,43.380817,143.903946,-126.007,0.36753333964284185,0.43116947808116135,0.5015496439456323,0,Default series,1,1,2e-06
1545,224.0,96.0,-115.796,0.5942388291454227,0.3710424896480712,0.5143660553304122,0,Default series,1,1,2e-06
1546,2.0,111.88584099999999,-162.0,0.31559390431718365,0.3909817192484241,0.45637276656120523,0,Default series,1,1,2e-06
1547,284.0,184.0,-102.25399999999999,0.66954826828819,0.4814963337241299,0.5313633957449349,0,Default series,1,1,2e-06
1548,25.969011,3.241329,-160.011,0.34567878390413065,0.25461576483743,0.458869274468788,0,Default series,1,1,2e-06
1549,71.964653,177.832596,-157.471,0.40341055060465586,0.4737552714540156,0.46205737405916514,0,Default series,1,1,2e-06
1550,163.992798,14.891956,-158.003,0.5189203503596436,0.2692391345879563,0.46138963036543257,0,Default series,1,1,2e-06
1551,73.933563,17.685343,-113.977,0.40588184240169894,0.27274527472593457,0.5166491864937571,0,Default series,1,1,2e-06
1554,151.974091,61.877293,-159.256,0.5038349823031227,0.32821312421135485,0.4598169182446678,0,Default series,1,1,2e-06
1555,116.12686200000002,35.72068,-116.021,0.4588410704562504,0.29538245996294793,0.5140836449336269,0,Default series,1,1,2e-06
1556,214.0,55.671082,-102.0,0.5816872559549615,0.3204233530511603,0.5316822057039725,0,Default series,1,1,2e-06
1557,234.000015,20.802204,-136.0,0.6067904211632437,0.27665742562253404,0.4890068568564044,0,Default series,1,1,2e-06
1558,132.814255,57.750813,-126.01799999999999,0.4797863739159994,0.32303374263745743,0.5015358372151228,0,Default series,1,1,2e-06
1560,73.931862,92.176666,-134.024,0.40587970737909923,0.3662436039948133,0.49148704771883955,0,Default series,1,1,2e-06
1561,147.560486,220.396011,-126.455,0.4982952136839942,0.527179053314863,0.5009873334666997,0,Default series,1,1,2e-06
1563,34.67886,167.985153,-94.0011,0.3566110146242672,0.46139518129867607,0.5417220835832905,0,Default series,1,1,2e-06
1564,242.0,66.0,-128.476,0.6168316608882529,0.3333877700766875,0.49845066052490744,0,Default series,1,1,2e-06
1565,228.0,77.774063,-112.0,0.5992594584216072,0.34816607142604766,0.5191306325135113,0,Default series,1,1,2e-06
1566,284.0,178.0,-103.24600000000001,0.66954826828819,0.4739653898098532,0.530118279684441,0,Default series,1,1,2e-06
1567,139.95486499999998,109.11501299999999,-162.016,0.4887489628199533,0.38750389420440623,0.4563526840441005,0,Default series,1,1,2e-06
1568,264.0,58.0,-132.72,0.6444451219072675,0.3233465115243186,0.4931237728628757,0,Default series,1,1,2e-06
1569,83.93555500000001,121.066597,-152.023,0.41843591586553974,0.40250501233620073,0.4688954711333284,0,Default series,1,1,2e-06
1570,270.0,8.0,-154.126,0.6519760658215443,0.26058864557201245,0.4662558752913744,0,Default series,1,1,2e-06
1572,163.000046,239.70431499999998,-116.022,0.5176742904208459,0.5514140123988306,0.5140823897763078,0,Default series,1,1,2e-06
1573,2.682698,76.0,-94.0,0.31645079770858175,0.34593934326714876,0.5417234642563415,0,Default series,1,1,2e-06
1574,125.949799,43.762211,-160.338,0.4711704017263293,0.3054758464539342,0.4584588380254599,0,Default series,1,1,2e-06
1575,71.930756,22.240076000000002,-160.024,0.40336800453701216,0.27846218118718546,0.45885295742364035,0,Default series,1,1,2e-06
1577,262.065643,175.70463600000002,-102.46700000000001,0.6420171995610695,0.47108434688537826,0.531096047235978,0,Default series,1,1,2e-06
1578,123.133614,215.675323,-150.024,0.4676356465117914,0.5212538472207299,0.4714045306141016,0,Default series,1,1,2e-06
1579,23.979595,13.903367999999999,-172.245,0.34318175385110317,0.26799830112423517,0.4435136798275777,0,Default series,1,1,2e-06
1580,72.561432,41.727290999999994,-106.02,0.40415960213435886,0.30292170172226085,0.5266364732814072,0,Default series,1,1,2e-06
1581,271.37796000000003,54.0,-140.0,0.6537056224008971,0.3183258822481341,0.4839862275802199,0,Default series,1,1,2e-06
1582,278.0,382.0,-153.863,0.6620173243739133,0.730017482895262,0.4665859816662835,0,Default series,1,1,2e-06
1584,218.0,36.0,-78.3772,0.5867078852311459,0.29573305050530385,0.5613325360203353,0,Default series,1,1,2e-06
1585,282.0,129.102921,-144.0,0.6670379536500978,0.41259186322302677,0.4789655983040354,0,Default series,1,1,2e-06
1587,113.94479399999999,77.738525,-100.37,0.456102231835394,0.3481214656452434,0.5337281121340177,0,Default series,1,1,2e-06
1588,155.955627,165.78981000000002,-153.421,0.5088324363545683,0.45863968046440945,0.46714076120130194,0,Default series,1,1,2e-06
1589,187.20103500000002,57.998466,-108.0,0.5480503388923507,0.32334458611299116,0.5241512617896958,0,Default series,1,1,2e-06
1590,7.993708,25.970198,-169.22,0.32311695078160896,0.2831440711164205,0.4473105307176922,0,Default series,1,1,2e-06
1592,125.93735500000001,119.703308,-156.273,0.4711547825486511,0.40079387016987567,0.4635610525273824,0,Default series,1,1,2e-06
1593,282.0,62.000004000000004,-153.213,0.6670379536500978,0.32836714582113236,0.4674018339236635,0,Default series,1,1,2e-06
1594,184.067657,59.989307,-146.001,0.5441174565623125,0.32584340476519824,0.4764540285086241,0,Default series,1,1,2e-06
1595,230.796509,14.0,-144.0,0.6027695171607355,0.2681195894862892,0.4789655983040354,0,Default series,1,1,2e-06
1596,280.0,188.0,-159.345,0.6645276390120055,0.4865169630003144,0.4597052092432727,0,Default series,1,1,2e-06
1597,55.959571999999994,85.808525,-162.018,0.38332165604557983,0.3582505852099456,0.4563501737294624,0,Default series,1,1,2e-06
1598,181.9599,157.92485,-130.73,0.5414718899369918,0.4487679183564044,0.49562153592777747,0,Default series,1,1,2e-06
1600,129.939789,169.714813,-159.045,0.4761784668777501,0.4635661767071374,0.4600817564389865,0,Default series,1,1,2e-06
1602,248.0,72.0,-127.26299999999999,0.6243626048025296,0.3409187139909643,0.4999731663529104,0,Default series,1,1,2e-06
1603,97.252724,1.642479,-136.02700000000002,0.43515105800486387,0.2526089565578731,0.4889729676087901,0,Default series,1,1,2e-06
1604,182.791245,59.98548100000001,-130.001,0.5425153586983942,0.32583860253329555,0.4965365456133621,0,Default series,1,1,2e-06
1605,243.999008,373.9953,-154.842,0.6193407304102847,0.7199703251034936,0.46535718265093734,0,Default series,1,1,2e-06
1606,68.937462,37.652355,-138.026,0.39961094966485533,0.29780701597721637,0.48646390812801693,0,Default series,1,1,2e-06
1607,105.924667,217.718475,-134.019,0.4460357107316646,0.5238183244074536,0.49149332350543473,0,Default series,1,1,2e-06
1608,246.0,18.0,-160.516,0.6218522901644373,0.2731402187624737,0.4582354200226697,0,Default series,1,1,2e-06
1609,291.33493,192.0,-124.0,0.6787547593623809,0.4915375922764989,0.5040687446849579,0,Default series,1,1,2e-06
1613,254.0,70.0,-128.711,0.6318935487168064,0.33840839935287204,0.4981556985549316,0,Default series,1,1,2e-06
1615,282.0,195.21580500000002,-126.0,0.6670379536500978,0.495573933458874,0.5015584300468656,0,Default series,1,1,2e-06
1617,200.000015,83.55953199999999,-150.0,0.5641150723156756,0.3554277451855121,0.4714346543897587,0,Default series,1,1,2e-06
1618,17.986534,23.936220000000002,-170.842,0.33565951947346334,0.2805911087429417,0.44527466554619943,0,Default series,1,1,2e-06
1620,210.0,136.754959,-100.0,0.576666626678777,0.42219637472434585,0.5341925203420648,0,Default series,1,1,2e-06
1621,204.893723,44.0,-90.0,0.57025744572915,0.3057743090576729,0.546744093532526,0,Default series,1,1,2e-06
1624,290.650391,82.0,-152.0,0.6778955552263585,0.3534702871814255,0.4689243397516665,0,Default series,1,1,2e-06
1625,107.924454,87.383492,-148.02700000000002,0.4485457580212479,0.36022741656725177,0.47391107978023667,0,Default series,1,1,2e-06
1626,23.966921,-0.156669,-137.461,0.3431658459872416,0.25035074277762587,0.487173072013278,0,Default series,1,1,2e-06
1627,39.995940999999995,171.980774,-88.6873,0.36328478775737827,0.46641031424096047,0.5483917385452378,0,Default series,1,1,2e-06
1628,256.763489,118.0,-146.0,0.6353621621612597,0.39865595066708587,0.4764552836659432,0,Default series,1,1,2e-06
1629,107.94601399999999,15.006416,-108.01899999999999,0.44857281921304654,0.2693827998946943,0.524127413800634,0,Default series,1,1,2e-06
1630,165.989578,45.050468,-156.004,0.5214266233911685,0.3070928116562966,0.4638986898462058,0,Default series,1,1,2e-06
1632,244.0,76.765495,-116.0,0.6193419755263452,0.34690015991909195,0.5141100032373268,0,Default series,1,1,2e-06
1633,126.977791,53.736984,-120.02,0.47246069340905017,0.3179957557907078,0.5090642708147615,0,Default series,1,1,2e-06
1634,14.0,394.0,-127.37,0.33065579214573715,0.7450793707238155,0.49983886451977244,0,Default series,1,1,2e-06
1635,250.0,120.383926,-152.0,0.6268729194406218,0.4016481528340502,0.4689243397516665,0,Default series,1,1,2e-06
1636,73.998177,397.17150899999996,-130.001,0.4059629431367118,0.749060113457586,0.4965365456133621,0,Default series,1,1,2e-06
1637,235.640717,62.000004000000004,-110.0,0.6088497602869173,0.32836714582113236,0.5216409471516036,0,Default series,1,1,2e-06
1638,246.81016499999998,38.0,-108.0,0.6228691746938224,0.2982433651433961,0.5241512617896958,0,Default series,1,1,2e-06
1639,5.995841,58.972320999999994,-136.001,0.3206093133940783,0.3245669273439308,0.48900560169908536,0,Default series,1,1,2e-06
1640,129.960846,7.814578,-160.418,0.4762048967254173,0.26035591179160034,0.4583584254399362,0,Default series,1,1,2e-06
1641,63.981396,249.91187999999997,-123.281,0.39339030715127965,0.5642261123182196,0.504971202797352,0,Default series,1,1,2e-06
1642,53.936294999999994,19.196299,-138.02200000000002,0.38078212511057213,0.2746417622080912,0.48646892875729314,0,Default series,1,1,2e-06
1643,187.95459,294.952087,-132.016,0.5489961689659044,0.620758657785622,0.4940074036154842,0,Default series,1,1,2e-06
1644,248.0,212.000015,-156.726,0.6243626048025296,0.5166407574847811,0.4629924662618545,0,Default series,1,1,2e-06
1645,26.569709999999997,81.923637,-144.006,0.34643275565052434,0.35337443960307113,0.47895806736012114,0,Default series,1,1,2e-06
1648,291.443207,126.0,-152.0,0.6788906640314153,0.40869720921945485,0.4689243397516665,0,Default series,1,1,2e-06
1649,14.0,200.0,-163.435,0.33065579214573715,0.5015788508288679,0.454571615808374,0,Default series,1,1,2e-06
1650,97.94564100000001,259.742554,-110.399,0.43602077784890536,0.576565154740476,0.5211401393813042,0,Default series,1,1,2e-06
1652,93.932076,126.43715700000001,-154.024,0.43098312236368796,0.4092459100275771,0.4663839013379171,0,Default series,1,1,2e-06
1653,29.981385999999997,59.91184200000001,-165.24,0.35071494575213835,0.3257461740034784,0.4523060568474958,0,Default series,1,1,2e-06
1654,109.934334,39.688976000000004,-157.428,0.4510684736136523,0.30036329573148934,0.46211134582388413,0,Default series,1,1,2e-06
1655,234.000015,78.26753199999999,-112.0,0.6067904211632437,0.34878545265312,0.5191306325135113,0,Default series,1,1,2e-06
1657,95.544395,67.704735,-104.022,0.4330068363571751,0.33552748068897165,0.5291442776048613,0,Default series,1,1,2e-06
1658,9.999222999999999,107.996323,-154.07399999999998,0.3256341876123157,0.38609976226316256,0.4663211434719648,0,Default series,1,1,2e-06
1660,53.937855000000006,23.403465,-146.02200000000002,0.3807840831559899,0.2799224174054332,0.47642767020492416,0,Default series,1,1,2e-06
1661,276.0,6.0,-152.952,0.659507009735821,0.25807833093392024,0.4677294299839345,0,Default series,1,1,2e-06
1662,236.38485699999998,18.0,-158.0,0.6097837730543123,0.2731402187624737,0.4613933958373897,0,Default series,1,1,2e-06
1664,129.954178,79.782997,-101.29799999999999,0.47619652733641393,0.35068759963962826,0.5325633261419429,0,Default series,1,1,2e-06
1666,204.0,82.0,-115.76799999999999,0.5691356827645002,0.3534702871814255,0.5144011997353456,0,Default series,1,1,2e-06
1667,164.929688,241.711502,-116.021,0.5200962947002847,0.5539333478525748,0.5140836449336269,0,Default series,1,1,2e-06
1668,183.997345,103.98745699999999,-92.9906,0.5440292039408957,0.3810680047621874,0.5429904200541866,0,Default series,1,1,2e-06
1669,37.966057,13.839239000000001,-172.532,0.3607369639979636,0.267917809140522,0.4431534496770115,0,Default series,1,1,2e-06
1670,155.948135,159.754333,-123.545,0.5088230327159341,0.4510642073339249,0.5046398412651238,0,Default series,1,1,2e-06
1671,181.996078,81.9814,-158.71200000000002,0.5415172990184803,0.3534469412552912,0.46049972382622884,0,Default series,1,1,2e-06
1672,221.99635299999997,164.265457,-103.34200000000001,0.5917239369485878,0.4567263776396495,0.5299977845818127,0,Default series,1,1,2e-06
1675,234.000015,18.0,-144.266,0.6067904211632437,0.2731402187624737,0.47863172645716917,0,Default series,1,1,2e-06
1676,130.257278,55.742695,-148.019,0.4765769655198168,0.3205132386322491,0.47392112103878903,0,Default series,1,1,2e-06
1678,247.329529,32.0,-102.0,0.6235210582196714,0.2907124212291194,0.5316822057039725,0,Default series,1,1,2e-06
1679,161.977859,70.258278,-136.00799999999998,0.5163912849263621,0.33873257887492064,0.4889968155978521,0,Default series,1,1,2e-06
1681,186.600357,141.96485900000002,-98.0026,0.5472963935042606,0.4287356188408442,0.5366995715711275,0,Default series,1,1,2e-06
1685,189.994629,143.974594,-96.9543,0.5515567388478939,0.43125815243543736,0.5380153529886835,0,Default series,1,1,2e-06
1686,133.798706,286.353271,-127.48700000000001,0.4810220147938917,0.6099657909480911,0.499692011113444,0,Default series,1,1,2e-06
1687,9.99063,10.547742,-172.003,0.32562340204547313,0.26378646259035365,0.44381742789878686,0,Default series,1,1,2e-06
1688,103.941147,71.721237,-101.303,0.44354608108619026,0.340568822571235,0.5325570503553477,0,Default series,1,1,2e-06
1689,225.097,48.0,-124.0,0.5956157367244163,0.31079493833385735,0.5040687446849579,0,Default series,1,1,2e-06
1690,153.98645,19.935835,-166.535,0.5063608094305211,0.27556999623118933,0.4506806281193311,0,Default series,1,1,2e-06
1691,218.925842,20.0,-86.0,0.5878699625937263,0.27565053340056594,0.5517647228087105,0,Default series,1,1,2e-06
1692,191.47653200000002,32.0,-144.0,0.5534167602444604,0.2907124212291194,0.4789655983040354,0,Default series,1,1,2e-06
1693,188.833878,355.781525,-146.016,0.5500998137346539,0.6971091721047843,0.47643520114883847,0,Default series,1,1,2e-06
1694,297.972351,20.0,-156.0,0.6870857669101214,0.27565053340056594,0.46390371047548196,0,Default series,1,1,2e-06
1696,258.0,119.915901,-150.0,0.6369141779929908,0.40106070782980363,0.4714346543897587,0,Default series,1,1,2e-06
1697,239.051544,24.0,-90.0,0.6131308847599675,0.2806711626767504,0.546744093532526,0,Default series,1,1,2e-06
1698,13.994398,66.817688,-162.002,0.33064876075443583,0.3344140971545837,0.45637025624656713,0,Default series,1,1,2e-06
1699,7.672464999999999,75.996391,-102.0,0.3227137402789666,0.3459348134043843,0.5316822057039725,0,Default series,1,1,2e-06
1701,186.551804,97.97751600000001,-118.00200000000001,0.547235451850949,0.373524583329002,0.5115971782845965,0,Default series,1,1,2e-06
1702,209.529663,173.514755,-135.45,0.5760762797508088,0.4683357017203882,0.4896971933818798,0,Default series,1,1,2e-06
1705,59.945004000000004,57.739520999999996,-157.252,0.38832400018994045,0.32301956940101073,0.4623322535120362,0,Default series,1,1,2e-06
1706,153.954498,159.784515,-153.35,0.5063207046438629,0.45110209049212835,0.46722987737095417,0,Default series,1,1,2e-06
1707,188.615402,71.995674,-112.0,0.5498255919842179,0.34091328418040207,0.5191306325135113,0,Default series,1,1,2e-06
1708,147.965424,93.77963299999999,-162.012,0.4988034745784541,0.3682555797570527,0.45635770467337666,0,Default series,1,1,2e-06
1709,245.99981699999998,323.999146,-94.2502,0.621852060470648,0.6572172864862365,0.5414094238951161,0,Default series,1,1,2e-06
1710,115.95008100000001,71.763565,-97.4526,0.4586191824902321,0.3406219508702356,0.5373899080966029,0,Default series,1,1,2e-06
1711,3.9999870000000004,74.295891,-96.0,0.31810420263823075,0.3438004183833464,0.5392131496182493,0,Default series,1,1,2e-06
1712,61.939129,69.711685,-133.369,0.3908269407787833,0.33804651867043123,0.49230917576281474,0,Default series,1,1,2e-06
1716,19.986784,65.868385,-144.005,0.3381701479008853,0.3332225725461413,0.4789593225174402,0,Default series,1,1,2e-06
1717,110.421906,25.699751000000003,-158.02200000000002,0.4516804531780143,0.28280461758495634,0.46136578237637066,0,Default series,1,1,2e-06
1718,121.92765,109.657326,-121.148,0.4661219719706853,0.38818458233557007,0.5076484533588774,0,Default series,1,1,2e-06
1719,133.944473,92.75948299999999,-152.02,0.481204975310817,0.3669751310180278,0.46889923660528554,0,Default series,1,1,2e-06
1720,45.944851,14.520248,-132.019,0.37075160568422494,0.2687725825712083,0.494003638143527,0,Default series,1,1,2e-06
1722,240.0,101.423744,-120.0,0.6143213462501607,0.3778501416263037,0.5090893739611424,0,Default series,1,1,2e-06
1723,127.930275,115.66976899999999,-141.069,0.4736562106729245,0.3957311441723677,0.4826444644061596,0,Default series,1,1,2e-06
1724,25.985104,59.929446999999996,-165.38099999999997,0.34569898315086606,0.32576827104808015,0.4521290796655103,0,Default series,1,1,2e-06
1725,83.973282,281.873444,-146.738,0.4184832691857154,0.6043429033009806,0.47552897756448714,0,Default series,1,1,2e-06
1726,280.0,82.0,-126.757,0.6645276390120055,0.3534702871814255,0.5006082759563477,0,Default series,1,1,2e-06
1727,171.982727,113.918152,-108.853,0.5289489682226525,0.3935325892746521,0.5230806125965495,0,Default series,1,1,2e-06
1729,288.0,72.0,-153.585,0.6745688975643744,0.3409187139909643,0.4669349154009783,0,Default series,1,1,2e-06
1730,253.71754500000003,290.0,-148.0,0.6315390232562552,0.6145430095430189,0.47394496902785094,0,Default series,1,1,2e-06
1733,81.935356,123.69384,-115.6,0.41592535145114096,0.40580261561656344,0.5146120661649453,0,Default series,1,1,2e-06
1734,0.0,105.50177,-136.0,0.31308358967909145,0.38296870580746406,0.4890068568564044,0,Default series,1,1,2e-06
1735,183.9991,45.569939,-154.0,0.5440314067419907,0.30774482948397885,0.4664140251135742,0,Default series,1,1,2e-06
1736,186.773804,51.995304,-134.0,0.5475140967757772,0.31580967339127164,0.49151717149449664,0,Default series,1,1,2e-06
1737,115.94951599999999,345.760895,-96.0753,0.4586184733263468,0.6845317050188311,0.5391186362721251,0,Default series,1,1,2e-06
1738,213.972488,379.86969,-142.744,0.5816527240667999,0.7273436087069249,0.48054207589675735,0,Default series,1,1,2e-06
1739,111.94455,47.737358,-105.15100000000001,0.453591610938916,0.3104652813052684,0.5277272049916581,0,Default series,1,1,2e-06
1742,179.99006699999998,111.95296499999999,-108.994,0.5389994396297433,0.3910659704283078,0.522903635414564,0,Default series,1,1,2e-06
1744,143.950897,91.76741,-128.941,0.49376461163189583,0.36572992333104976,0.49786701237155095,0,Default series,1,1,2e-06
1746,63.939856999999996,47.715140999999996,-116.66799999999999,0.3933381691714038,0.3104373954751112,0.513271558148204,0,Default series,1,1,2e-06
1750,15.997514,107.988228,-157.1,0.33316298646273423,0.38608960176466484,0.4625230374245312,0,Default series,1,1,2e-06
1751,59.932976000000004,18.755865,-128.024,0.38830890315770694,0.2740889482494345,0.4990179916331163,0,Default series,1,1,2e-06
1752,268.809509,44.0,-138.0,0.6504818123296358,0.3057743090576729,0.4864965422183122,0,Default series,1,1,2e-06
1753,266.0,68.0,-157.305,0.6469554365453598,0.3358980847147798,0.46226573017412675,0,Default series,1,1,2e-06
1754,236.0,23.715887,-130.0,0.6093007169739761,0.28031455616536427,0.4965378007706811,0,Default series,1,1,2e-06
1755,103.92356099999999,88.51621999999999,-120.027,0.4435240078895775,0.36164916840694017,0.5090554847135281,0,Default series,1,1,2e-06
1756,21.983282,25.920815,-170.334,0.3406760669780463,0.283082087682534,0.44591228546427486,0,Default series,1,1,2e-06
1757,93.939911,51.715382,-103.167,0.43099295652128267,0.3154583272442096,0.5302174371126457,0,Default series,1,1,2e-06
1758,145.96125800000002,62.854355000000005,-128.014,0.4962879309549707,0.32943949073181666,0.49903054320630674,0,Default series,1,1,2e-06
1759,27.975254,9.882795,-173.08,0.34819693448936573,0.2629518494965259,0.4424656234661742,0,Default series,1,1,2e-06
1760,36.938347,7.777064,-144.017,0.3594470262696068,0.26030882581993364,0.47894426062961165,0,Default series,1,1,2e-06
1762,151.967621,64.73214,-132.011,0.5038268614352686,0.33179640631816176,0.4940136794020794,0,Default series,1,1,2e-06
1763,183.010956,83.980003,-112.001,0.5427911305681191,0.35595550243860874,0.5191293773561922,0,Default series,1,1,2e-06
1764,135.950333,89.328209,-110.01700000000001,0.4837226451707989,0.36266834234327516,0.5216196094771798,0,Default series,1,1,2e-06
1765,67.78357700000001,41.714779,-112.021,0.3981626424617678,0.30290599719388495,0.5191042742098113,0,Default series,1,1,2e-06
1766,229.99969500000003,275.998535,-155.287,0.6017693902367172,0.5969689682709007,0.46479863764396184,0,Default series,1,1,2e-06
1767,82.341736,177.73085,-138.02,0.41643542228245495,0.4736275642174319,0.48647143907193124,0,Default series,1,1,2e-06
1768,133.957901,65.80062099999999,-105.39399999999999,0.4812218295632972,0.33313751806557346,0.52742220176313,0,Default series,1,1,2e-06
1769,282.0,40.0,-153.764,0.6670379536500978,0.30075367978148837,0.4667102422408691,0,Default series,1,1,2e-06
